거래 #,타입,날짜 및 시간,신호,가격 USDT,포지션 크기 (수량),포지션 크기 (가치),순손익 KRW,순손익 %,유리한 변동 KRW,유리한 변동 %,불리한 변동 KRW,불리한 변동 %,누적 손익 KRW,누적 손익 %
96,매도 진입,2026-02-25 00:24:00,ICE_S_17898,63906,0.004246,271.344876,-8082.9,-2.03,1527.39,0.38,-15165.62,-3.81,-62048.37,-1.24
97,매도 청산,2026-02-25 13:03:00,ICE_L_20568,65140.7,0.004196,271.309164,-3361.25,-0.85,5170.4,1.29,-10360.56,-2.61,-65209.66,-1.30
97,매도 진입,2026-02-25 04:06:30,ICE_S_19069,64659,0.004196,271.309164,-3361.25,-0.85,5170.4,1.29,-10360.56,-2.61,-65209.66,-1.30
98,매도 청산,2026-02-25 13:03:00,ICE_L_20568,65140.7,0.004231,272.9777735,-4258.49,-1.06,0,0.00,-11316.19,-2.83,-69268.2,-1.39
98,매도 진입,2026-02-25 10:10:30,ICE_S_20252,64518.5,0.004231,272.9777735,-4258.49,-1.06,0,0.00,-11316.19,-2.83,-69268.2,-1.39
99,매도 청산,2026-02-25 13:03:00,ICE_L_20568,65140.7,0.004191,272.9983872,-409.16,-0.10,66.5,0.02,-7400.13,-1.85,-69477.38,-1.39
99,매도 진입,2026-02-25 10:11:00,ICE_S_17312,65139.2,0.004191,272.9983872,-409.16,-0.10,66.5,0.02,-7400.13,-1.85,-69477.38,-1.39
100,매도 청산,2026-02-25 13:03:00,ICE_L_20568,65140.7,0.004186,272.9991992,69.43,0.02,269.16,0.07,-6913.21,-1.73,-69207.98,-1.38
100,매도 진입,2026-02-25 10:11:30,ICE_S_17325,65217.2,0.004186,272.9991992,69.43,0.02,269.16,0.07,-6913.21,-1.73,-69207.98,-1.38
101,매도 청산,2026-02-25 13:03:00,ICE_L_20568,65140.7,0.00418,273.034674,694.24,0.17,893.69,0.22,-6278.38,-1.57,-68313.74,-1.37
101,매도 진입,2026-02-25 10:11:30,ICE_S_17078,65319.3,0.00418,273.034674,694.24,0.17,893.69,0.22,-6278.38,-1.57,-68313.74,-1.37
102,매수 청산,2026-02-25 15:54:38,오픈,64865.9,0.004191,273.0046737,-2086.33,-0.52,2861.95,0.72,-2862.81,-0.72,-70999.98,-1.42
102,매수 진입,2026-02-25 13:03:00,ICE_L_20568,65140.7,0.004191,273.0046737,-2086.33,-0.52,2861.95,0.72,-2862.81,-0.72,-70999.98,-1.42
103,매수 청산,2026-02-25 15:54:38,오픈,64865.9,0.004186,273.0146874,-2575.91,-0.64,0,0.00,-3351.47,-0.84,-71489.57,-1.43
103,매수 진입,2026-02-25 14:22:30,ICE_L_20767,65220.9,0.004186,273.0146874,-2575.91,-0.64,0,0.00,-3351.47,-0.84,-71489.57,-1.43
104,매수 청산,2026-02-25 15:54:38,오픈,64865.9,0.004207,272.9762434,-524.96,-0.13,1066.59,0.27,-1304.41,-0.33,-69438.62,-1.39
104,매수 진입,2026-02-25 14:37:30,ICE_L_20821,64886.2,0.004207,272.9762434,-524.96,-0.13,1066.59,0.27,-1304.41,-0.33,-69438.62,-1.39
