거래 #,타입,날짜 및 시간,신호,가격 USDT,포지션 크기 (수량),포지션 크기 (가치),순손익 KRW,순손익 %,유리한 변동 KRW,유리한 변동 %,불리한 변동 KRW,불리한 변동 %,누적 손익 KRW,누적 손익 %
89,매수 진입,2026-02-22 23:04:30,L_17408,67493.9,0.004,269.9756,-67.21,-0.02,1641.95,0.41,-2444.49,-0.62,121299.84,2.43
90,매수 청산,2026-02-23 06:38:30,S_19511,67550,0.004,269.4104,764.62,0.19,2473.77,0.62,-1612.66,-0.41,122262.61,2.45
90,매수 진입,2026-02-22 23:43:30,L_14217,67352.6,0.004,269.4104,764.62,0.19,2473.77,0.62,-1612.66,-0.41,122262.61,2.45
91,매도 청산,2026-02-23 07:09:30,L_19899,67489.4,0.004,270.2,-40.72,-0.01,157.84,0.04,-504.11,-0.13,122221.9,2.44
91,매도 진입,2026-02-23 06:38:30,S_19511,67550,0.004,270.2,-40.72,-0.01,157.84,0.04,-504.11,-0.13,122221.9,2.44
92,매수 청산,2026-02-23 07:48:00,S_19949,67716.5,0.004,269.9576,938.48,0.24,1137.7,0.29,-468.63,-0.12,123160.38,2.46
92,매수 진입,2026-02-23 07:09:30,L_19899,67489.4,0.004,269.9576,938.48,0.24,1137.7,0.29,-468.63,-0.12,123160.38,2.46
93,매도 청산,2026-02-23 09:45:00,L_20019,67134.7,0.004,270.866,3028.77,0.76,3226.42,0.81,-278.66,-0.07,126189.15,2.52
93,매도 진입,2026-02-23 07:48:00,S_19949,67716.5,0.004,270.866,3028.77,0.76,3226.42,0.81,-278.66,-0.07,126189.15,2.52
94,매수 청산,2026-02-23 14:05:00,S_20726,64851.2,0.004,268.5388,-13833.81,-3.50,0,0.00,-17288.74,-4.37,110994.23,2.22
94,매수 진입,2026-02-23 09:45:00,L_20019,67134.7,0.004,268.5388,-13833.81,-3.50,0,0.00,-17288.74,-4.37,110994.23,2.22
95,매수 청산,2026-02-23 14:05:00,S_20726,64851.2,0.008,537.0264,-27592.22,-3.49,0,0.00,-34502.08,-4.36,83797.26,1.68
95,매수 진입,2026-02-23 09:45:00,L_19875,67128.3,0.008,537.0264,-27592.22,-3.49,0,0.00,-34502.08,-4.36,83797.26,1.68
96,매수 청산,2026-02-23 14:05:00,S_20726,64851.2,0.004,264.9804,-8593.23,-2.20,957.84,0.25,-12048.16,-3.09,75399.05,1.51
96,매수 진입,2026-02-23 10:01:30,L_11559,66245.1,0.004,264.9804,-8593.23,-2.20,957.84,0.25,-12048.16,-3.09,75399.05,1.51
97,매수 청산,2026-02-23 14:05:00,S_20726,64851.2,0.004,263.1976,-5967.64,-1.54,57.7,0.01,-9422.56,-2.43,69625.13,1.39
97,매수 진입,2026-02-23 10:07:30,L_12193,65799.4,0.004,263.1976,-5967.64,-1.54,57.7,0.01,-9422.56,-2.43,69625.13,1.39
98,매수 청산,2026-02-23 14:05:00,S_20726,64851.2,0.004,263.1416,-5885.16,-1.52,140.18,0.04,-9340.09,-2.41,63933.64,1.28
98,매수 진입,2026-02-23 10:07:30,L_10644,65785.4,0.004,263.1416,-5885.16,-1.52,140.18,0.04,-9340.09,-2.41,63933.64,1.28
99,매수 청산,2026-02-23 14:05:00,S_20726,64851.2,0.004,262.8936,-5519.93,-1.43,334.08,0.09,-8974.85,-2.32,58607.2,1.17
99,매수 진입,2026-02-23 10:08:00,L_10864,65723.4,0.004,262.8936,-5519.93,-1.43,334.08,0.09,-8974.85,-2.32,58607.2,1.17
100,매수 청산,2026-02-23 14:05:00,S_20726,64851.2,0.004,258.0868,1559.22,0.41,2918.91,0.77,-1895.71,-0.50,60356.38,1.21
100,매수 진입,2026-02-23 10:47:00,L_10411,64521.7,0.004,258.0868,1559.22,0.41,2918.91,0.77,-1895.71,-0.50,60356.38,1.21
101,매도 청산,2026-02-23 14:43:36,오픈,65011.6,0.004,259.4048,-1326.75,-0.35,0,0.00,-2174,-0.57,58838.7,1.18
101,매도 진입,2026-02-23 14:05:00,S_20726,64851.2,0.004,259.4048,-1326.75,-0.35,0,0.00,-2174,-0.57,58838.7,1.18
