거래 #,타입,날짜 및 시간,신호,가격 USDT,포지션 크기 (수량),포지션 크기 (가치),순손익 KRW,순손익 %,유리한 변동 KRW,유리한 변동 %,불리한 변동 KRW,불리한 변동 %,누적 손익 KRW,누적 손익 %
92,매수 청산,2026-02-23 07:22:00,ICE_S_19899,67614.3,0.004036,271.88514,1079.4,0.27,1280.11,0.32,-1700.83,-0.43,158152.53,3.16
92,매수 진입,2026-02-23 02:32:00,ICE_L_19219,67365,0.004036,271.88514,1079.4,0.27,1280.11,0.32,-1700.83,-0.43,158152.53,3.16
93,매도 청산,2026-02-23 09:35:00,ICE_L_19949,67246.2,0.004021,271.8771003,1779.77,0.44,1978.79,0.49,-884.32,-0.22,159932.31,3.20
93,매도 진입,2026-02-23 07:22:00,ICE_S_19899,67614.3,0.004021,271.8771003,1779.77,0.44,1978.79,0.49,-884.32,-0.22,159932.31,3.20
94,매수 청산,2026-02-23 14:07:00,ICE_S_20763,64917.5,0.00404,271.674648,-14241.48,-3.56,221.09,0.06,-18125.04,-4.53,143091.17,2.86
94,매수 진입,2026-02-23 09:35:00,ICE_L_19949,67246.2,0.00404,271.674648,-14241.48,-3.56,221.09,0.06,-18125.04,-4.53,143091.17,2.86
95,매수 청산,2026-02-23 14:07:00,ICE_S_20763,64917.5,0.00405,271.735965,-13376.68,-3.34,72.45,0.02,-17269.85,-4.32,129914.49,2.60
95,매수 진입,2026-02-23 09:45:00,ICE_L_19511,67095.3,0.00405,271.735965,-13376.68,-3.34,72.45,0.02,-17269.85,-4.32,129914.49,2.60
96,매수 청산,2026-02-23 14:07:00,ICE_S_20763,64917.5,0.00406,271.674088,-12330.44,-3.08,0,0.00,-16233.22,-4.06,117784,2.36
96,매수 진입,2026-02-23 09:58:00,ICE_L_18925,66914.8,0.00406,271.674088,-12330.44,-3.08,0,0.00,-16233.22,-4.06,117784,2.36
97,매수 청산,2026-02-23 14:07:00,ICE_S_20763,64917.5,0.004066,271.6884936,-11778.59,-2.94,0,0.00,-15687.14,-3.92,106205.38,2.12
97,매수 진입,2026-02-23 09:58:00,ICE_L_19061,66819.6,0.004066,271.6884936,-11778.59,-2.94,0,0.00,-15687.14,-3.92,106205.38,2.12
98,매수 청산,2026-02-23 14:07:00,ICE_S_20763,64917.5,0.004095,271.6831845,-9000.96,-2.25,377.51,0.09,-12937.39,-3.23,97404.38,1.95
98,매수 진입,2026-02-23 10:01:00,ICE_L_11355,66345.1,0.004095,271.6831845,-9000.96,-2.25,377.51,0.09,-12937.39,-3.23,97404.38,1.95
99,매수 청산,2026-02-23 14:07:00,ICE_S_20763,64917.5,0.004099,271.7071338,-8654.19,-2.16,733.44,0.18,-12594.46,-3.15,88950.16,1.78
99,매수 진입,2026-02-23 10:01:00,ICE_L_13610,66286.2,0.004099,271.7071338,-8654.19,-2.16,733.44,0.18,-12594.46,-3.15,88950.16,1.78
100,매수 청산,2026-02-23 14:07:00,ICE_S_20763,64917.5,0.00415,271.68888,-3756.25,-0.94,380.98,0.10,-7745.55,-1.94,85393.88,1.71
100,매수 진입,2026-02-23 10:09:00,ICE_L_10242,65467.2,0.00415,271.68888,-3756.25,-0.94,380.98,0.10,-7745.55,-1.94,85393.88,1.71
101,매수 청산,2026-02-23 14:07:00,ICE_S_20763,64917.5,0.004151,271.7236298,-3711.92,-0.93,426.31,0.11,-7702.18,-1.92,81881.94,1.64
